bytes_sent,bytes_recv,duration,failed_auth,num_conns,hour,dst_port,protocol,country,encryption,hosts_affected,attack_type
317,11737,23.8,0,8,1,Other,TCP,Domestic,TLS,0,Normal
1935,2491,13.5,1,7,11,Other,UDP,Domestic,TLS,0,Normal
3066,416,18.2,2,9,4,HTTP,TCP,Domestic,TLS,5,Brute_Force
1476,4095,109.9,0,6,7,HTTP,TCP,Domestic,TLS,0,Normal
2777,169,28.1,7,15,18,RDP,TCP,EU,None,2,Brute_Force
23,598,2.9,4,12,15,SSH,TCP,EU,TLS,5,Brute_Force
5777,0,3.9,1,7,16,HTTPS,TCP,Domestic,TLS,0,Normal
27,60,7.0,1,7,9,SSH,TCP,Domestic,None,0,Normal
579,4836,38.5,1,8,6,HTTP,TCP,EU,TLS,0,Normal
2514,5478,176.9,2,8,9,HTTP,TCP,Other,TLS,0,Normal
2533,4116,29.6,1,11,21,HTTP,TCP,Domestic,SSL,0,Normal
3483,23962,219.9,4,5,18,RDP,TCP,Other,None,23,Ransomware
8098,3348,14.1,2,5,7,HTTPS,TCP,Domestic,TLS,0,Normal
605,8155,19.7,2,3,11,HTTP,UDP,Domestic,TLS,0,Normal
1254,10104,44.1,3,11,9,HTTP,TCP,Domestic,TLS,0,Normal
176,16390,3.0,0,10,19,HTTP,UDP,EU,TLS,0,Normal
695,123,5.0,2,6,20,Other,TCP,Asia,SSL,0,Normal
525,3298,13.7,1,8,23,HTTP,TCP,EU,TLS,0,Normal
5369,6559,57.3,1,11,0,HTTPS,TCP,Domestic,TLS,0,Normal
168,735,24.8,2,4,18,HTTP,UDP,Domestic,TLS,0,Normal
242,1349,4.3,2,14,5,RDP,TCP,Asia,SSL,2,Brute_Force
1160,11505,8.9,0,8,20,HTTP,TCP,Domestic,TLS,0,Normal
6186,2589,11.6,1,5,7,HTTPS,UDP,EU,TLS,0,Normal
12535,1624,70.5,2,3,7,HTTPS,TCP,Other,SSL,40,Phishing
4726,3629,21.2,4,10,13,SSH,UDP,Asia,TLS,0,Normal
18397,809,6.4,3,16,5,Other,ICMP,EU,None,34,DoS
2455,3148,24.5,1,6,13,HTTPS,TCP,Domestic,SSL,0,Normal
1177,1865,10.1,1,12,17,HTTP,UDP,Domestic,TLS,0,Normal
2304,95414,31.9,0,7,11,RDP,TCP,Asia,None,10,Phishing
147,236,40.2,1,6,0,Other,UDP,Other,None,0,Normal
4808,1017,6.2,1,25,11,HTTP,TCP,EU,SSL,24,DoS
9304,932,2.5,0,19,5,HTTPS,ICMP,Asia,None,14,DoS
4231,2627,19.8,0,8,5,HTTPS,TCP,Asia,SSL,0,Normal
4067,3678,114.2,0,9,18,RDP,TCP,Domestic,TLS,0,Normal
44,3437,19.3,2,7,22,SSH,UDP,Domestic,TLS,0,Normal
5497,10393,42.9,1,7,23,SSH,TCP,Asia,TLS,0,Normal
539,5625,120.5,1,5,16,SSH,TCP,EU,TLS,0,Normal
698,804,2.4,5,14,0,SSH,TCP,Asia,SSL,0,Normal
3511,1292,31.7,3,7,1,HTTPS,UDP,Domestic,TLS,0,Normal
7339,107391,50.9,1,5,18,HTTPS,TCP,Other,SSL,8,Phishing
221,5305,34.6,4,14,5,RDP,TCP,Domestic,TLS,0,Normal
17454,7042,171.3,5,6,2,SSH,UDP,Other,None,16,Ransomware
233,786,24.5,3,10,2,SSH,TCP,Other,SSL,18,Brute_Force
32637,757,91.3,4,8,9,SSH,TCP,Other,None,23,Ransomware
5312,6626,13.7,0,13,4,HTTP,TCP,EU,TLS,0,Normal
11392,29724,23.4,0,6,7,HTTP,TCP,Domestic,TLS,17,Phishing
1184,8459,126.9,0,5,21,HTTP,TCP,EU,TLS,0,Normal
17173,2035,22.1,4,16,22,Other,TCP,Domestic,None,32,DoS
385,1165,12.9,5,12,6,RDP,TCP,EU,TLS,8,Brute_Force
2637,6727,26.8,1,5,20,Other,TCP,Domestic,TLS,0,Normal
2740,1289,41.5,0,5,10,HTTP,ICMP,Domestic,None,0,Normal
2476,598,21.2,1,7,11,HTTPS,TCP,EU,TLS,0,Normal
2362,7615,0.4,0,10,14,HTTPS,TCP,Domestic,TLS,0,Normal
51571,678,90.3,2,10,12,RDP,TCP,Asia,None,18,Ransomware
246,213,5.6,2,14,21,SSH,TCP,EU,SSL,5,Brute_Force
3515,5849,0.2,1,5,10,HTTP,UDP,Domestic,TLS,0,Normal
8309,119,4.1,2,24,4,HTTP,ICMP,EU,None,25,DoS
680,7277,5.2,3,8,11,SSH,TCP,Domestic,TLS,0,Normal
2039,143,60.5,4,10,20,HTTP,TCP,EU,TLS,4,Brute_Force
1387,9801,61.2,2,8,14,HTTPS,TCP,Domestic,SSL,0,Normal
674,6482,19.3,3,16,6,HTTPS,TCP,Domestic,TLS,0,Normal
14,1611,24.0,3,1,3,SSH,ICMP,Asia,TLS,0,Normal
906,11909,20.6,2,10,21,HTTP,TCP,Asia,None,0,Normal
347,15645,61.7,0,10,4,SSH,ICMP,Domestic,SSL,0,Normal
200,1817,23.0,0,8,8,Other,TCP,Domestic,None,0,Normal
928,52,19.7,6,19,23,SSH,TCP,Domestic,None,4,Brute_Force
7563,2835,63.0,0,14,3,HTTPS,TCP,Domestic,SSL,0,Normal
46032,1125,5.4,0,16,16,HTTP,UDP,EU,None,26,DoS
33525,1113,6.2,1,16,6,HTTPS,TCP,Asia,None,32,DoS
1039,6012,25.6,3,9,16,HTTPS,TCP,Asia,TLS,0,Normal
5970,46,1.5,3,26,23,HTTP,TCP,Domestic,None,33,DoS
341,1040,2.5,3,17,3,SSH,TCP,Domestic,SSL,4,Brute_Force
8834,3308,18.2,6,7,8,RDP,TCP,Other,None,0,Ransomware
2625,3027,72.9,1,15,19,Other,TCP,Asia,SSL,1,Normal
3989,5173,1.1,1,7,2,Other,UDP,Domestic,SSL,0,Normal
893,3024,25.2,0,10,0,HTTPS,TCP,EU,SSL,0,Normal
1736,723,5.1,1,14,10,Other,TCP,Domestic,SSL,8,Brute_Force
2423,4135,33.1,3,10,14,SSH,TCP,Domestic,TLS,0,Normal
1906,9369,48.3,1,2,15,HTTP,TCP,Domestic,TLS,18,Phishing
1937,881,0.9,1,23,16,HTTPS,UDP,Asia,TLS,25,DoS
1436,284,47.6,2,9,9,HTTP,TCP,Domestic,TLS,0,Normal
8501,5553,60.6,2,8,6,SSH,TCP,Domestic,SSL,0,Normal
325,91,31.4,1,8,3,HTTPS,TCP,Domestic,TLS,0,Normal
13688,19269,1.5,2,8,5,SSH,TCP,Domestic,SSL,19,Ransomware
1877,4427,14.2,0,4,0,HTTP,TCP,EU,SSL,0,Normal
235,5572,23.2,0,11,6,Other,TCP,Domestic,SSL,0,Normal
4271,2757,56.6,2,6,8,Other,TCP,EU,SSL,0,Normal
1193,893,6.3,2,10,5,HTTPS,TCP,EU,TLS,0,Normal
981,40,4.4,1,11,23,HTTP,UDP,Asia,SSL,0,Normal
7488,2573,16.2,1,9,10,HTTPS,TCP,Domestic,None,0,Normal
359,1108,10.3,2,6,22,SSH,TCP,Domestic,SSL,1,Normal
12425,1625,8.6,0,21,4,Other,UDP,Asia,None,0,DoS
355,282,19.4,4,10,13,SSH,TCP,Other,None,3,Brute_Force
783,30,4.1,0,13,7,RDP,TCP,Domestic,TLS,7,Brute_Force
3840,3235,78.3,2,6,2,HTTP,TCP,Domestic,SSL,0,Normal
3869,3076,29.5,0,8,21,Other,TCP,EU,TLS,0,Normal
9005,3204,39.0,5,7,7,HTTP,TCP,Domestic,TLS,0,Normal
885,7465,0.9,1,9,14,HTTP,TCP,Asia,TLS,0,Normal
304,2862,17.2,2,11,2,SSH,TCP,Domestic,TLS,0,Normal
1740,6786,66.8,1,8,22,HTTP,TCP,Domestic,SSL,0,Normal
1598,12758,69.8,1,9,0,RDP,TCP,EU,TLS,0,Normal
5952,4417,29.8,0,4,2,HTTP,TCP,Domestic,TLS,0,Normal
2094,2092,22.3,1,13,0,HTTP,TCP,Domestic,TLS,0,Normal
16689,6657,19.4,2,13,1,HTTP,UDP,Domestic,None,0,Normal
2342,6032,6.7,4,7,4,HTTP,TCP,Domestic,SSL,0,Normal
617,8704,60.7,1,10,0,RDP,TCP,Other,SSL,0,Normal
17760,2533,4.5,4,24,13,SSH,UDP,Asia,None,18,DoS
9273,940,0.9,1,6,6,HTTPS,TCP,Asia,TLS,0,Normal
3002,1871,33.8,4,10,18,Other,TCP,Other,SSL,9,Brute_Force
2767,3368,124.1,2,9,13,HTTPS,UDP,Domestic,None,0,Normal
503,208,1.2,3,14,9,SSH,TCP,EU,SSL,0,Brute_Force
337,12520,69.5,3,14,6,HTTPS,TCP,Domestic,TLS,0,Normal
1540,1786,41.5,0,5,20,Other,TCP,Domestic,SSL,0,Normal
3610,38306,32.3,1,1,12,HTTPS,TCP,EU,TLS,13,Phishing
1978,8124,45.8,1,8,0,HTTPS,TCP,Domestic,TLS,0,Normal
4428,353,2.3,2,4,10,HTTPS,TCP,Asia,SSL,10,Phishing
42357,941,1.2,3,20,10,Other,UDP,Domestic,None,24,DoS
3272,3301,36.5,2,6,19,HTTPS,TCP,Domestic,TLS,0,Normal
628,87,0.8,0,14,1,RDP,TCP,Asia,TLS,12,Brute_Force
464,3224,20.8,1,4,6,SSH,TCP,Domestic,TLS,0,Normal
878,413,5.2,1,13,0,RDP,TCP,Domestic,SSL,18,Brute_Force
3276,6425,390.5,3,5,17,SSH,TCP,Domestic,None,11,Ransomware
716,186,22.6,2,11,10,SSH,TCP,Domestic,SSL,8,Brute_Force
17468,305,1.1,3,20,1,HTTP,ICMP,Other,None,17,DoS
4405,39422,21.6,1,2,18,HTTPS,TCP,Domestic,None,10,Phishing
399,3812,79.4,1,8,20,HTTP,UDP,EU,SSL,0,Normal
12685,149,1.0,2,27,12,SSH,UDP,Asia,None,20,DoS
337,281,14.9,3,10,22,RDP,TCP,Domestic,TLS,0,Brute_Force
14851,2414,355.2,4,4,16,Other,TCP,Domestic,SSL,24,Ransomware
4931,2257,3.2,0,5,5,HTTPS,TCP,Domestic,SSL,0,Normal
14705,8320,72.2,3,8,18,RDP,TCP,Other,None,14,Ransomware
2074,3589,74.4,3,8,17,HTTP,UDP,EU,SSL,0,Normal
1544,1349,33.1,1,9,3,HTTPS,TCP,Domestic,TLS,0,Normal
10008,2808,44.4,2,8,8,HTTP,TCP,Domestic,SSL,0,Normal
8207,832,7.9,1,6,10,RDP,ICMP,Domestic,SSL,0,Normal
6079,1700,6.7,4,18,7,SSH,UDP,Asia,None,41,DoS
6307,2760,12.3,2,9,22,HTTPS,TCP,Asia,TLS,0,Normal
2157,1859,56.4,0,8,21,HTTPS,TCP,Domestic,TLS,0,Normal
2377,10249,20.2,2,10,12,HTTPS,TCP,EU,TLS,0,Normal
539,77,14.5,0,8,11,HTTPS,ICMP,Domestic,TLS,0,Normal
1565,300,2.1,2,19,18,HTTPS,TCP,Asia,None,39,DoS
2305,40851,93.7,0,4,9,HTTP,TCP,Domestic,SSL,17,Phishing
1492,2089,14.6,0,7,5,Other,TCP,Domestic,TLS,0,Normal
315,9122,68.6,1,11,2,HTTPS,TCP,EU,SSL,0,Normal
27757,2237,142.0,0,5,4,SSH,TCP,Asia,TLS,31,Ransomware
64968,3831,241.0,3,8,5,RDP,TCP,EU,None,8,Ransomware
1262,560,22.5,6,15,8,HTTPS,TCP,EU,TLS,3,Brute_Force
15571,608,2.7,1,12,11,Other,TCP,Domestic,None,22,DoS
7384,6429,9.8,1,6,6,RDP,TCP,Domestic,SSL,0,Normal
937,836,137.4,2,14,8,HTTPS,TCP,EU,None,0,Normal
17242,2592,55.8,4,10,19,HTTPS,TCP,Other,SSL,2,Normal
4793,104215,2.9,0,3,13,HTTPS,TCP,EU,TLS,0,Phishing
23510,187,12.0,1,18,2,Other,TCP,Other,SSL,0,DoS
2301,580,45.9,3,9,21,HTTP,TCP,Domestic,TLS,0,Normal
11663,15216,26.7,0,5,17,HTTP,TCP,Domestic,SSL,19,Phishing
2537,1844,10.9,0,9,0,HTTPS,TCP,EU,SSL,0,Normal
7202,298,8.0,2,21,9,Other,ICMP,Asia,TLS,31,DoS
20927,492,0.2,1,10,0,Other,TCP,Asia,None,29,DoS
4973,1865,89.8,1,8,1,HTTP,TCP,EU,SSL,0,Normal
5984,10635,202.9,0,6,7,HTTPS,TCP,Domestic,None,25,Ransomware
2203,3792,5.8,2,8,4,HTTPS,UDP,EU,TLS,0,Normal
1554,680,7.8,1,20,14,HTTP,UDP,Domestic,None,14,DoS
18959,2401,10.0,3,9,22,RDP,TCP,Domestic,TLS,0,Normal
517,19158,49.0,2,10,13,HTTP,UDP,Domestic,TLS,0,Normal
1836,9126,145.3,4,4,17,RDP,TCP,Domestic,None,0,Ransomware
5170,1887,3.3,6,20,4,Other,TCP,Other,None,22,DoS
50,517,26.2,3,16,0,RDP,TCP,Domestic,None,18,Brute_Force
9039,834,2.7,1,19,17,HTTPS,ICMP,Domestic,None,45,DoS
6738,1553,40.1,1,6,15,HTTP,TCP,Domestic,SSL,0,Normal
7333,72360,85.4,1,4,14,HTTPS,TCP,Domestic,SSL,10,Phishing
1682,795,23.7,4,11,21,HTTPS,TCP,Domestic,TLS,6,Brute_Force
2492,369,19.1,0,8,14,SSH,TCP,Domestic,None,0,Normal
3828,13621,361.9,4,13,17,HTTP,TCP,Other,TLS,34,Ransomware
771,4337,35.4,1,12,10,HTTPS,TCP,Domestic,TLS,0,Normal
1104,2098,1.6,3,12,15,HTTP,UDP,Asia,TLS,0,Brute_Force
2163,570,11.4,2,6,12,HTTP,TCP,Domestic,None,0,Normal
6096,3514,22.9,0,7,14,HTTPS,TCP,Domestic,SSL,1,Normal
264,17250,38.4,0,4,14,HTTP,TCP,Domestic,None,13,Phishing
6108,28815,75.2,1,2,16,HTTPS,TCP,Domestic,None,10,Phishing
3319,1512,64.4,2,6,7,RDP,TCP,Domestic,TLS,0,Normal
3765,7986,35.7,0,9,7,RDP,TCP,Domestic,SSL,0,Normal
1403,3134,54.5,4,9,7,HTTP,TCP,Domestic,TLS,0,Normal
397,5680,35.9,2,10,9,HTTPS,UDP,EU,TLS,0,Normal
2800,2295,7.0,2,4,23,HTTP,TCP,Domestic,None,0,Normal
2849,5105,2.1,0,7,13,HTTPS,TCP,Domestic,TLS,0,Normal
7952,12292,64.8,1,9,7,Other,TCP,Domestic,None,0,Normal
1539,3359,6.4,1,7,10,HTTPS,TCP,EU,TLS,0,Normal
8900,2942,1.1,3,14,20,RDP,TCP,EU,TLS,0,Brute_Force
1117,1293,13.9,1,16,11,Other,TCP,Domestic,None,0,Brute_Force
1727,478,29.8,5,12,20,SSH,TCP,Asia,None,3,Brute_Force
4039,422,66.0,1,9,21,SSH,TCP,Other,SSL,0,Normal
1001,17907,134.6,5,10,9,Other,TCP,Domestic,TLS,0,Normal
173,12141,8.3,2,7,17,HTTP,TCP,Domestic,TLS,0,Normal
879,5839,94.5,3,7,10,HTTP,TCP,Domestic,SSL,0,Normal
1538,4132,19.3,1,12,23,HTTPS,TCP,Domestic,TLS,0,Normal
7331,1770,0.8,0,20,9,HTTPS,UDP,Other,None,24,DoS
348,344,20.5,2,14,7,SSH,TCP,EU,SSL,0,Brute_Force
1233,1100,61.7,1,7,21,HTTP,TCP,EU,TLS,4,Brute_Force
26072,1895,288.6,5,7,17,HTTPS,TCP,Other,None,9,Ransomware
5094,4555,14.2,2,13,18,HTTP,TCP,Domestic,SSL,0,Normal
6157,10394,71.1,1,11,18,Other,TCP,EU,SSL,0,Normal
2979,1013,30.9,1,8,14,Other,TCP,Domestic,SSL,0,Normal
1696,3669,95.6,0,8,21,HTTP,TCP,Domestic,SSL,0,Normal
665,28920,9.2,2,0,7,HTTP,TCP,Asia,SSL,13,Phishing
126,146,77.0,3,8,4,RDP,TCP,EU,TLS,28,Ransomware
240,100,1.3,1,10,19,HTTP,TCP,Domestic,TLS,6,Brute_Force
34951,12664,147.1,2,9,4,Other,TCP,Asia,TLS,31,Ransomware
2301,1746,12.0,1,4,3,HTTPS,TCP,Domestic,TLS,0,Normal
6238,3777,55.8,2,9,4,SSH,TCP,Domestic,TLS,0,Normal
2814,419,34.3,3,13,19,SSH,TCP,Asia,TLS,2,Brute_Force
20599,2148,63.9,0,8,5,SSH,TCP,Other,SSL,30,Ransomware
13188,26910,185.3,2,7,13,HTTPS,TCP,Other,None,14,Ransomware
446,6536,41.6,1,15,22,HTTPS,ICMP,Domestic,TLS,0,Normal
5171,6923,50.1,0,15,5,HTTPS,TCP,Other,SSL,0,Normal
589,2941,28.5,1,5,0,SSH,TCP,Domestic,None,0,Normal
4494,80171,2.7,0,3,18,HTTPS,UDP,Domestic,TLS,7,Phishing
53681,4654,22.5,6,5,17,RDP,TCP,Domestic,None,0,Ransomware
6763,16184,52.1,3,5,16,SSH,UDP,EU,None,0,Normal
701,155,8.9,3,16,18,RDP,TCP,Asia,TLS,0,Brute_Force
207,754,27.3,5,14,1,RDP,TCP,Domestic,SSL,11,Brute_Force
1983,1496,29.6,0,5,5,HTTP,TCP,Domestic,SSL,0,Normal
3884,186,3.5,1,10,18,SSH,TCP,Domestic,SSL,0,Normal
26047,2501,7.9,5,17,1,RDP,ICMP,Other,None,23,DoS
6200,330,1.4,0,23,21,HTTP,UDP,Domestic,None,29,DoS
492,3849,55.5,0,5,16,HTTP,TCP,Domestic,TLS,0,Normal
3636,100593,88.3,0,4,9,HTTP,TCP,Other,None,10,Phishing
319,16674,7.6,1,8,5,HTTPS,TCP,Other,TLS,0,Normal
14043,10277,63.7,1,11,13,RDP,TCP,EU,None,18,Ransomware
297,6614,53.8,2,5,1,HTTPS,ICMP,EU,TLS,0,Normal
6140,13442,97.8,1,1,14,HTTP,TCP,Domestic,TLS,29,Phishing
429,1018,22.2,2,14,22,SSH,TCP,Domestic,SSL,0,Brute_Force
12404,1079,196.2,1,4,22,RDP,TCP,Domestic,None,11,Ransomware
1755,5011,11.0,1,3,14,RDP,UDP,Domestic,None,0,Normal
1410,3465,82.0,3,7,6,HTTPS,TCP,Domestic,TLS,0,Normal
2195,2942,1.0,3,9,12,HTTP,UDP,Domestic,TLS,0,Normal
12957,2218,2.6,3,6,7,HTTP,TCP,Other,SSL,0,Normal
3496,10160,64.2,1,5,0,HTTP,TCP,Domestic,TLS,0,Normal
56,464,6.3,6,10,8,SSH,TCP,EU,SSL,2,Brute_Force
2876,629,33.2,0,9,3,HTTPS,UDP,EU,TLS,0,Normal
5735,5296,19.9,0,9,15,HTTP,TCP,Domestic,TLS,0,Normal
1155,822,24.2,2,14,5,RDP,TCP,Asia,TLS,0,Brute_Force
2380,481,19.0,3,19,5,RDP,TCP,Domestic,None,8,Brute_Force
213,6425,35.1,1,7,0,RDP,TCP,Domestic,None,0,Normal
2583,23307,50.9,0,4,11,HTTPS,TCP,Asia,None,0,Phishing
7019,230643,20.7,0,4,13,Other,TCP,Domestic,SSL,9,Phishing
142,6897,2.1,1,6,18,HTTPS,TCP,Domestic,TLS,0,Normal
15163,1089,31.7,0,21,10,HTTPS,UDP,EU,None,49,DoS
9409,7903,2.4,2,4,10,HTTP,TCP,EU,None,9,Phishing
799,17864,3.2,3,8,9,HTTPS,TCP,Domestic,TLS,0,Normal
501,6286,5.5,1,12,9,HTTP,TCP,Domestic,None,0,Normal
1054,1419,10.1,2,5,6,HTTPS,TCP,Domestic,TLS,0,Normal
1930,7226,33.4,3,5,7,SSH,TCP,EU,TLS,1,Normal
13957,12363,33.6,3,3,10,Other,ICMP,Asia,None,20,Ransomware
8561,1929,4.1,1,6,12,HTTP,TCP,EU,TLS,0,Normal
367,8948,53.4,0,9,21,RDP,TCP,Domestic,SSL,0,Normal
6563,1817,40.3,2,8,22,SSH,TCP,Domestic,TLS,0,Normal
5865,3175,53.0,0,8,17,HTTP,TCP,Domestic,SSL,0,Normal
1747,753,7.7,3,12,6,HTTPS,TCP,EU,None,8,Brute_Force
3702,5455,64.9,2,11,17,HTTP,TCP,Domestic,TLS,0,Normal
1004,4276,106.6,1,7,0,HTTPS,TCP,Asia,None,0,Normal
10323,6933,1.3,2,7,19,HTTPS,TCP,Domestic,SSL,0,Normal
4469,420,1.8,4,29,16,HTTP,TCP,EU,None,34,DoS
19596,132,2.0,1,17,9,HTTP,UDP,EU,None,28,DoS
3870,103,120.8,0,7,6,HTTPS,TCP,Domestic,TLS,0,Normal
3967,47201,26.8,1,8,17,Other,TCP,EU,TLS,0,Phishing
5112,5143,87.9,2,5,13,HTTPS,TCP,Domestic,TLS,0,Normal
7060,1816,9.9,1,4,6,HTTPS,UDP,Domestic,SSL,1,Normal
6509,700,127.2,1,7,5,RDP,TCP,Domestic,TLS,25,Ransomware
630,690,60.3,2,6,9,Other,TCP,Domestic,TLS,0,Normal
6782,22706,51.9,2,11,8,HTTPS,TCP,Other,TLS,0,Normal
196,45390,18.6,1,3,18,HTTPS,TCP,Domestic,None,0,Phishing
45569,6499,126.7,2,4,16,RDP,TCP,EU,None,0,Ransomware
642,1305,70.1,0,16,4,HTTP,UDP,Domestic,SSL,0,Normal
2158,755,44.6,0,9,4,HTTPS,TCP,EU,TLS,0,Normal
1492,1893,10.3,3,10,15,HTTP,UDP,Domestic,TLS,5,Brute_Force
4339,5470,32.8,1,6,9,HTTP,TCP,EU,TLS,0,Normal
2165,1374,0.4,1,12,16,HTTPS,TCP,Domestic,SSL,0,Normal
4313,2431,119.0,1,7,18,HTTP,TCP,Domestic,SSL,0,Normal
3625,3276,45.0,2,11,22,HTTP,ICMP,Domestic,TLS,0,Normal
2191,15032,9.6,0,6,15,SSH,TCP,EU,TLS,0,Normal
1208,2207,18.1,1,5,20,HTTP,TCP,Domestic,TLS,0,Normal
749,5694,35.8,2,8,4,Other,TCP,Domestic,TLS,0,Normal
7530,8982,68.1,2,4,5,HTTPS,UDP,Domestic,None,0,Normal
11070,30145,39.2,3,10,18,HTTP,TCP,Domestic,TLS,12,Phishing
2630,11005,30.4,0,11,22,HTTPS,UDP,Domestic,TLS,0,Normal
3136,4584,20.5,2,7,23,Other,TCP,EU,TLS,0,Normal
162,1460,94.6,1,10,0,HTTPS,TCP,Asia,TLS,0,Normal
8090,34701,49.7,2,3,18,RDP,TCP,Domestic,TLS,13,Phishing
6209,355,3.8,0,19,15,HTTP,TCP,Asia,SSL,0,DoS
3007,11820,18.1,3,6,16,RDP,TCP,Domestic,TLS,0,Normal
393,2691,125.7,1,7,13,HTTP,TCP,Domestic,TLS,0,Normal
1475,22380,41.9,3,3,15,HTTP,TCP,Asia,None,8,Phishing
505,6991,2.8,1,5,9,HTTPS,TCP,Domestic,TLS,0,Normal
5862,1674,25.4,1,7,18,HTTPS,ICMP,Domestic,SSL,1,Normal
216,1367,16.3,1,8,0,SSH,TCP,Domestic,SSL,0,Normal
2796,385,9.3,2,7,6,RDP,TCP,Asia,SSL,0,Brute_Force
1982,1547,33.7,0,8,14,HTTPS,TCP,Domestic,None,0,Normal
898,331,51.9,6,4,18,HTTPS,TCP,Domestic,SSL,0,Normal
645,825,7.7,3,12,10,HTTPS,TCP,Other,SSL,10,Brute_Force
247,10940,49.1,0,7,15,Other,TCP,Domestic,SSL,0,Normal
3032,2825,33.3,0,5,4,HTTPS,TCP,Domestic,SSL,0,Normal
1337,16236,42.7,2,8,11,Other,TCP,Domestic,None,0,Normal
1555,2147,14.2,1,13,21,SSH,UDP,Domestic,TLS,0,Normal
2422,3401,20.7,2,5,23,HTTPS,TCP,Domestic,SSL,0,Normal
40,3354,44.4,0,10,6,HTTPS,TCP,Domestic,TLS,0,Normal
99,117,11.0,3,9,9,HTTPS,TCP,Domestic,TLS,3,Brute_Force
44182,10129,38.6,2,9,18,RDP,TCP,Domestic,SSL,0,Ransomware
2929,702,11.6,3,14,12,Other,TCP,Asia,None,18,DoS
9363,10780,26.5,0,3,14,HTTPS,TCP,Asia,TLS,9,Phishing
12401,1100,37.8,1,5,10,RDP,TCP,Asia,None,12,Ransomware
5437,2067,21.2,5,5,0,HTTPS,TCP,Domestic,SSL,0,Normal
8280,8195,36.7,3,5,3,Other,TCP,Domestic,SSL,0,Normal
3185,4877,59.7,2,7,8,RDP,TCP,Domestic,TLS,0,Normal
10005,798,49.8,3,7,17,HTTP,TCP,Other,TLS,16,Ransomware
27754,16526,143.7,1,6,3,HTTP,TCP,Domestic,None,19,Ransomware
6303,4185,160.0,3,10,21,RDP,ICMP,Domestic,SSL,0,Normal
2312,11341,46.5,0,10,3,RDP,UDP,Domestic,TLS,0,Normal
1863,7394,24.7,2,7,8,HTTP,UDP,Domestic,TLS,0,Normal
10578,17310,3.6,5,9,7,RDP,TCP,Asia,SSL,24,Ransomware
6209,3776,17.0,2,10,1,Other,TCP,Domestic,SSL,0,Normal
3239,378,13.6,2,20,7,Other,UDP,Other,None,11,DoS
1290,48,2.7,2,15,14,SSH,TCP,Domestic,None,4,Brute_Force
21209,393,10.3,1,13,21,Other,UDP,EU,None,41,DoS
2246,16675,13.1,2,9,3,HTTP,TCP,Domestic,SSL,0,Normal
2337,211,9.9,1,8,1,HTTPS,TCP,EU,SSL,0,Normal
6707,9485,53.8,0,9,0,HTTP,TCP,Domestic,None,0,Normal
3385,11727,8.4,1,3,14,HTTPS,TCP,Asia,SSL,0,Normal
4331,1224,4.0,1,4,12,Other,UDP,Domestic,SSL,2,Normal
3593,621,17.5,3,10,0,RDP,TCP,Asia,None,6,Brute_Force
907,14411,53.8,1,9,15,HTTP,TCP,Domestic,TLS,0,Normal
20903,522,0.6,3,20,6,HTTP,TCP,Domestic,None,15,DoS
13862,185,1.0,4,9,3,HTTP,TCP,Asia,SSL,14,Ransomware
53,7220,24.9,3,13,18,HTTP,UDP,EU,SSL,0,Normal
1066,1372,4.3,1,15,23,HTTPS,TCP,Domestic,SSL,0,Normal
236,867,8.1,7,6,11,RDP,TCP,Domestic,SSL,3,Brute_Force
5961,3984,101.7,0,4,12,HTTPS,UDP,Asia,TLS,0,Normal
56968,22103,321.7,4,4,19,SSH,TCP,Other,None,28,Ransomware
2055,41034,11.1,1,3,16,HTTP,TCP,EU,TLS,0,Phishing
1477,133782,27.3,0,6,14,HTTPS,TCP,EU,None,10,Phishing
65398,17259,14.9,2,7,22,RDP,TCP,Other,None,24,Ransomware
1119,1189,5.9,3,22,8,HTTP,UDP,Asia,None,11,DoS
10176,11679,152.4,0,14,8,HTTPS,TCP,Other,None,28,Ransomware
484,391,3.2,0,8,3,SSH,TCP,Other,TLS,6,Brute_Force
1117,3431,5.6,0,12,7,HTTP,TCP,EU,SSL,0,Normal
2797,15154,472.1,2,6,5,RDP,TCP,Asia,None,69,Ransomware
32,449,21.6,4,14,5,RDP,UDP,EU,SSL,10,Brute_Force
6995,1924,5.1,4,8,19,Other,UDP,EU,TLS,0,Normal
8977,8889,40.7,2,8,1,SSH,TCP,Asia,TLS,10,Ransomware
2734,310,4.6,1,17,10,RDP,UDP,Asia,SSL,26,DoS
1326,3669,29.5,2,7,1,HTTPS,TCP,Domestic,SSL,26,Ransomware
4283,7,18.2,2,17,22,SSH,TCP,Domestic,TLS,8,Brute_Force
5219,20270,33.8,0,8,12,HTTP,TCP,EU,SSL,11,Phishing
12334,830,3.6,1,15,22,Other,ICMP,Domestic,None,33,DoS
1250,1656,10.1,2,8,4,HTTP,TCP,Domestic,SSL,0,Normal
1114,24075,1.3,4,8,3,SSH,TCP,Domestic,TLS,0,Normal
2732,6714,3.0,2,6,6,HTTPS,TCP,Domestic,TLS,0,Normal
873,5692,49.8,1,10,11,SSH,TCP,Domestic,TLS,1,Normal
5429,757,14.6,1,16,20,HTTP,ICMP,Domestic,TLS,41,DoS
6543,92,7.1,3,20,11,HTTP,UDP,EU,SSL,47,DoS
3672,2344,10.3,2,6,18,HTTPS,TCP,Domestic,TLS,0,Normal
