source,target
76824,123583
76824,124704
76824,124989
76824,125113
76824,125453
76824,127811
76824,128083
76824,128333
109595,109595
44059,44059
11292,11292
142366,11479
142366,11986
142366,12173
142366,12188
142366,12273
142366,12793
142366,14170
142366,14980
142366,16272
142366,17383
142366,21960
142366,25038
142366,25352
142366,27036
142366,27935
142366,28166
142366,30381
142366,30888
142366,46635
142366,48400
142366,51345
142366,54883
142366,56046
142366,56464
142366,56903
142366,61270
142366,65290
142366,78088
142366,78210
142366,79880
142366,85217
142366,86416
142366,86884
142366,87714
142366,119736
142366,128095
142366,142366
109601,109601
11297,11297
11297,60032
44067,44067
44067,51601
11299,11299
11301,11301
11301,13586
11301,142669
109603,109603
44072,44072
76842,76842
76844,76844
76845,76845
11311,11311
11312,11312
142389,12188
142389,12442
142389,26974
142389,55568
142389,56184
142389,58499
142389,83933
142389,89718
142389,111811
142389,113036
142389,123194
142389,127741
142389,142389
44085,44085
109623,109623
11320,11320
142392,11647
142392,12442
142392,14581
142392,16446
142392,19291
142392,22747
142392,26306
142392,62269
142392,80562
142392,80823
142392,93751
142392,142392
76858,76858
76859,76859
44088,44088
11325,11325
11322,11322
142399,12188
142399,12793
142399,13206
142399,15001
142399,16510
142399,17690
142399,18950
142399,19544
142399,20474
142399,21805
142399,24143
142399,24642
142399,46048
142399,51416
142399,52875
142399,53985
142399,54129
142399,55955
142399,56950
142399,57328
142399,61441
142399,61578
142399,64668
142399,78339
142399,85931
142399,89334
142399,89980
142399,95043
142399,130670
142399,142399
76863,76863
11330,11330
76866,76866
44100,44100
109637,51601
109637,109637
76870,76870
11334,11334
76874,51601
76874,76874
109644,109644
76876,76876
11344,11344
41332,41332
44114,44114
76883,76883
44115,44115
44117,44117
11354,11354
76894,21376
76894,76894
11360,11360
142435,12281
142435,13553
142435,15313
142435,16078
142435,16847
142435,16974
142435,18080
142435,19502
142435,23817
142435,24726
142435,26047
142435,53881
142435,142435
109668,109668
109672,109672
109672,142511
109673,109673
109674,109674
11371,11371
11371,26569
76908,51601
76908,76908
11373,11373
11374,11374
109678,24556
109678,51601
109678,86479
109678,87616
109678,109678
44141,44141
142445,11954
142445,12188
142445,15565
142445,17599
142445,19133
142445,19833
142445,22041
142445,24570
142445,27570
142445,45935
142445,46614
142445,88738
142445,90495
142445,142445
44146,44146
44146,51601
44140,44140
76919,76919
109688,109688
109691,109691
11388,11388
109693,109693
44158,44158
76927,76927
11390,11390
109698,109698
76931,51601
76931,76931
142468,11549
142468,12188
142468,13514
142468,15678
142468,19510
142468,19857
142468,20104
142468,23780
142468,23781
142468,25352
142468,28832
142468,63481
142468,63703
142468,80626
142468,82813
142468,142468
11397,11397
11397,60032
142470,5552
142470,11549
142470,12442
142470,13514
142470,15402
142470,16153
142470,49508
142470,57025
142470,62269
142470,84631
142470,142470
11398,11398
109704,51601
109704,109704
44166,44166
44166,60032
109706,109706
44174,44174
44176,44176
109713,109713
76946,24556
76946,76946
76946,77026
76946,86479
11411,11411
11411,86479
44184,44184
44184,77026
109720,109720
11419,11419
76956,27592
76956,76956
76957,76957
44190,44190
44191,44191
44191,51601
142496,11954
142496,12188
142496,14057
142496,14399
142496,16619
142496,17457
142496,18707
142496,19845
142496,20067
142496,20171
142496,20622
142496,21066
142496,22041
142496,22059
142496,22476
142496,23781
142496,24193
142496,24882
142496,25078
142496,25881
142496,26301
142496,26839
142496,27646
142496,28458
142496,31089
142496,32545
142496,45174
142496,45935
142496,46955
142496,49360
142496,49710
142496,51588
142496,54196
142496,56381
142496,58751
142496,59378
142496,59471
142496,60161
142496,64038
142496,77077
142496,77530
142496,78619
142496,78796
142496,80340
142496,80777
142496,86429
142496,86611
142496,87508
142496,89103
142496,90090
142496,95122
142496,110551
142496,111369
142496,113483
142496,113866
142496,114738
142496,117422
142496,117935
142496,120228
142496,125267
142496,125460
142496,128909
142496,130436
142496,142496
44192,44192
44192,51601
76959,76959
76961,60032
76961,76961
76964,76964
76964,77026
44196,44196
44196,54681
44196,60032
44198,44198
44198,86479
11431,11431
11431,142698
142502,12188
142502,12590
142502,18653
142502,24232
142502,27592
142502,89172
142502,122116
142502,128290
142502,142502
76963,76963
11434,11434
11434,24556
142506,12188
142506,24580
142506,142506
76973,76973
11437,11437
142511,11895
142511,16078
142511,20515
142511,21176
142511,22041
142511,24140
142511,26047
142511,30828
142511,56319
142511,85757
142511,142511
11440,11440
11440,86479
76976,24556
76976,76976
44209,44209
11438,11438
44212,44212
76981,50646
76981,76981
109751,17702
109751,109751
109754,109754
76986,76986
142524,11479
142524,11636
142524,11954
142524,13109
142524,14170
142524,16823
142524,21168
142524,24742
142524,25988
142524,26641
142524,27400
142524,29801
142524,30108
142524,30933
142524,83362
142524,96986
142524,110856
142524,111497
142524,112147
142524,121261
142524,127156
142524,128636
142524,142524
44219,44219
11454,11454
76990,76990
109761,109761
109762,109762
11467,11467
77003,77003
109773,109773
11469,11469
11469,13586
44239,44239
44235,44235
77009,24556
77009,77009
77010,77010
44241,44241
142549,12188
142549,16446
142549,17805
142549,18897
142549,19133
142549,22747
142549,29014
142549,31468
142549,54148
142549,61759
142549,90802
142549,117896
142549,142549
11479,11479
11479,142837
44251,44251
77021,77021
11486,11486
11486,77026
44254,44254
44254,86479
11485,11485
142561,21105
142561,49701
142561,84597
142561,142561
77026,12114
77026,12188
77026,12391
77026,12485
77026,12915
77026,13186
77026,13637
77026,13925
77026,14244
77026,14275
77026,14368
77026,14780
77026,15217
77026,15314
77026,15938
77026,17375
77026,17597
77026,17805
77026,17922
77026,17932
77026,17939
77026,17971
77026,18249
77026,18261
77026,19029
77026,19260
77026,19435
77026,19494
77026,19551
77026,19970
77026,20482
77026,20572
77026,20670
77026,21264
77026,21549
77026,21604
77026,22248
77026,22738
77026,22921
77026,22971
77026,23257
77026,23666
77026,23817
77026,23966
77026,24084
77026,24676
77026,24691
77026,24767
77026,24824
77026,24968
77026,25142
77026,25291
77026,25762
77026,25996
77026,26442
77026,26580
77026,26581
77026,26583
77026,26630
77026,27060
77026,27440
77026,27886
77026,28316
77026,28525
77026,28539
77026,30021
77026,30357
77026,31524
77026,32042
77026,44759
77026,45395
77026,45525
77026,46539
77026,46698
77026,46716
77026,46800
77026,46942
77026,47042
77026,47172
77026,47349
77026,47518
77026,48085
77026,48400
77026,49100
77026,49217
77026,49549
77026,49645
77026,49685
77026,50069
77026,50115
77026,50147
77026,50213
77026,50563
77026,50860
77026,50938
77026,50969
77026,50976
77026,52660
77026,52685
77026,52933
77026,53062
77026,53133
77026,53155
77026,53196
77026,53485
77026,53697
77026,53833
77026,54163
77026,54570
77026,55650
77026,55697
77026,55865
77026,56098
77026,56226
77026,56457
77026,56464
77026,56551
77026,56642
77026,57172
77026,57292
77026,57314
77026,57988
77026,58119
77026,58141
77026,58225
77026,58469
77026,58489
77026,58682
77026,58747
77026,58929
77026,58960
77026,59733
77026,59846
77026,59903
77026,60243
77026,60313
77026,60522
77026,60720
77026,61027
77026,61085
77026,61433
77026,61914
77026,62432
77026,63233
77026,63384
77026,63444
77026,63512
77026,64011
77026,64043
77026,64106
77026,64384
77026,64875
77026,65052
77026,65057
77026,65212
77026,65383
77026,77026
77026,77635
77026,77853
77026,78352
77026,78549
77026,78983
77026,79254
77026,79666
77026,79770
77026,80010
77026,80444
77026,80754
77026,80982
77026,81009
77026,81110
77026,81164
77026,81285
77026,81869
77026,82136
77026,82301
77026,82578
77026,83003
77026,83097
77026,83490
77026,84220
77026,84276
77026,84465
77026,84869
77026,84900
77026,86111
77026,86231
77026,86267
77026,86541
77026,86811
77026,86929
77026,86933
77026,87441
77026,87701
77026,87916
77026,88070
77026,88114
77026,88123
77026,88125
77026,88233
77026,88279
77026,88433
77026,88435
77026,88464
77026,88488
77026,89099
77026,89157
77026,89308
77026,89345
77026,89465
77026,89886
77026,90819
77026,90936
77026,90997
77026,92177
77026,92344
77026,92482
77026,92686
77026,92869
77026,92994
77026,93080
77026,93577
77026,93626
77026,93769
77026,93985
77026,94311
77026,94870
77026,95043
77026,95127
77026,95289
77026,95339
77026,95415
77026,96191
77026,96519
77026,96702
77026,96789
77026,97725
77026,97726
77026,97847
77026,97932
77026,110043
77026,110110
77026,110207
77026,110495
77026,110597
77026,110623
77026,111389
77026,111638
77026,111944
77026,112449
77026,112725
77026,112805
77026,113697
77026,113910
77026,114011
77026,114328
77026,114386
77026,114574
77026,114752
77026,114767
77026,115005
77026,115101
77026,115205
77026,115317
77026,115441
77026,115517
77026,115635
77026,116247
77026,116398
77026,116913
77026,117157
77026,117226
77026,117430
77026,118337
77026,118505
77026,118650
77026,118839
77026,118947
77026,118990
77026,119129
77026,119153
77026,119189
77026,119353
77026,119668
77026,120614
77026,120795
77026,120854
77026,121198
77026,121472
77026,121489
77026,121522
77026,121678
77026,122168
77026,122321
77026,123030
77026,123133
77026,123496
77026,123532
77026,123700
77026,124284
77026,124347
77026,124432
77026,124523
77026,124640
77026,124883
77026,124976
77026,125126
77026,125233
77026,125250
77026,125745
77026,125877
77026,126330
77026,126514
77026,126596
77026,126939
77026,127050
77026,127325
77026,127553
77026,127844
77026,128636
77026,128745
77026,129024
77026,129240
77026,129721
77026,129823
77026,129952
77026,130014
77026,130063
77026,130261
77026,130330
77026,130383
77026,130457
77026,142689
44256,44256
142567,18061
142567,21524
142567,23013
142567,23784
142567,32445
142567,84970
142567,142567
11495,11495
142569,12100
142569,18593
142569,38891
142569,142569
142571,93080
142571,142571
109805,109805
44270,44270
44274,44274
109815,17702
109815,109815
109820,109820
142590,12273
142590,13531
142590,18156
142590,22769
142590,23033
142590,27613
142590,28104
142590,31098
142590,51554
142590,54107
142590,142590
11519,11519
77058,77058
109833,109833
44298,44298
109840,109840
11539,11539
142612,12108
142612,16670
142612,83801
142612,142612
77077,77077
44308,44308
77079,77079
77076,77076
44313,44313
109852,109852
11549,11549
109853,109853
142622,19028
142622,112521
142622,142622
109854,109854
77086,77086
142624,5552
142624,11716
142624,11954
142624,12188
142624,17599
142624,17701
142624,19857
142624,21805
142624,23780
142624,23781
142624,25792
142624,26442
142624,31334
142624,31837
142624,32051
142624,45777
142624,52867
142624,55864
142624,56491
142624,87610
142624,129864
142624,142624
77091,77091
142628,59302
142628,61525
142628,142628
11557,11557
77092,77092
44331,44331
11564,11564
142638,50147
142638,142638
109871,61525
109871,109871
142640,12382
142640,25292
142640,47035
142640,54766
142640,92939
142640,142640
109873,109873
142644,15402
142644,24232
142644,46613
142644,47141
142644,91475
142644,94101
142644,95262
142644,123763
142644,126196
142644,142644
77110,77110
77110,86479
44347,44347
142651,23982
142651,31087
142651,142651
109885,109885
77120,77120
142660,15402
142660,142660
77124,77124
142662,12188
142662,16725
142662,25205
142662,142662
11593,11593
142666,17602
142666,20861
142666,26202
142666,29526
142666,64591
142666,80444
142666,142666
109899,109899
77131,77131
142669,17702
142669,142669
77134,77134
142668,142668
11603,11603
11603,30528
11603,50646
142678,11967
142678,12188
142678,12442
142678,12592
142678,16230
142678,19953
142678,24580
142678,26641
142678,27517
142678,27796
142678,44788
142678,46945
142678,54107
142678,63166
142678,80470
142678,142678
44377,44377
109914,109914
44379,44379
11611,11611
44381,44381
142685,18133
142685,65046
142685,142685
11615,11615
11616,11616
11616,86479
142689,12108
142689,14509
142689,17396
142689,19063
142689,24556
142689,142689
44384,44384
77155,77155
77155,87616
77152,77152
142697,20118
142697,142697
142698,142698
109930,109930
77166,77166
44398,44398
44400,44400
44401,44401
77170,77170
44403,44403
11636,11636
11636,12590
77174,77174
11639,11639
109944,109944
142713,5552
142713,12188
142713,13051
142713,25163
142713,29014
142713,46875
142713,68325
142713,80914
142713,82945
142713,97240
142713,142713
142714,11920
142714,11954
142714,12281
142714,15682
142714,18750
142714,19359
142714,23975
142714,25205
142714,30729
142714,47455
142714,81965
142714,95123
142714,113359
142714,119602
142714,129721
142714,142714
77179,77179
11643,11643
11643,51601
44413,44413
44409,44409
11647,11647
77184,77184
142719,14880
142719,15687
142719,17373
142719,28749
142719,49904
142719,58924
142719,62421
142719,85863
142719,89487
142719,94186
142719,142719
44411,44411
142723,16633
142723,142723
142718,14168
142718,14217
142718,14980
142718,15678
142718,20926
142718,23781
142718,45404
142718,48946
142718,52444
142718,55639
142718,58559
142718,62692
142718,77786
142718,81687
142718,82945
142718,142718
109953,109953
77185,77185
11655,11655
11655,24556
142727,12114
142727,12283
142727,12948
142727,14561
142727,16230
142727,17491
142727,17557
142727,22309
142727,24580
142727,26641
142727,51059
142727,53229
142727,77248
142727,82048
142727,82250
142727,121865
142727,142727
77193,77193
77194,77194
142725,142725
11662,11662
11662,27592
142736,12442
142736,22523
142736,142736
77203,77203
109972,109972
109973,109973
142743,142743
77214,77214
109982,109982
109987,109987
109988,109988
77223,77223
139094,51601
139094,139094
44458,44458
44458,141841
11691,11691
142765,48754
142765,86468
142765,88636
142765,142765
44463,44463
11696,11696
77234,77234
110003,110003
110002,110002
110006,110006
142775,11954
142775,21867
142775,24890
142775,25352
142775,50277
142775,142775
11703,11703
11703,141841
77241,77241
142774,12997
142774,142774
142779,25872
142779,26940
142779,46538
142779,117415
142779,142779
77245,77245
11710,11710
110015,110015
77248,77248
142785,19028
142785,142785
142786,11954
142786,13637
142786,82314
142786,114795
142786,142786
142784,15722
142784,21841
142784,32434
142784,142784
44484,44484
11716,11716
11719,11719
11719,17702
11721,11721
44490,44490
44493,44493
77262,77262
11726,11726
44497,44497
77267,77267
44501,44501
11734,11734
11735,11735
11735,51601
142807,12188
142807,19028
142807,26164
142807,64892
142807,142807
110043,17702
110043,87616
110043,110043
77276,77276
142812,142812
142814,142814
11743,11743
11746,11746
11747,11747
77285,77285
11753,11753
11754,11754
77291,26569
77291,77291
11760,11760
11761,11761
77297,51601
77297,77297
110066,110066
44532,44532
77301,77301
44533,44533
142837,142837
77303,51601
77303,77303
44536,44536
142842,142842
11770,11770
44538,44538
11764,11764
44555,44555
44555,60032
142860,12303
142860,24232
142860,24383
142860,142860
11789,11789
44557,44557
110095,110095
11791,11791
142863,142863
44562,44562
11794,11794
11796,11796
11795,11795
110099,110099
77336,77336
77338,77338
110108,110108
11804,11804
110110,110110
110111,110111
77344,77344
11809,11809
110112,110112
110115,110115
110117,110117
142886,142886
110121,110121
77354,77354
11818,11818
44588,44588
142893,12188
142893,142893
110127,110127
110128,110128
77359,77359
11824,11824
44595,44595
44596,44596
11828,11828
110134,110134
11831,11831
142905,12442
142905,142905
44602,44602
142906,142906
110141,87616
110141,110141
110143,110143
44607,44607
110145,110145
11845,11845
77382,77382
77383,77383
11848,11848
77386,77386
11851,11851
77389,50646
77389,77389
142928,142928
44627,44627
142933,86479
142933,93540
142933,142933
77397,77397
11864,11864
110169,61525
110169,110169
44634,44634
11874,11874
44647,44647
44647,51601
142955,24556
142955,142955
11887,11887
11887,122158
44656,17702
44656,44656
44656,60032
77426,77426
142965,142965
110198,110198
110199,110199
11895,11895
110201,110201
77434,77434
110206,51601
110206,110206
110207,110207
44672,44672
11905,11905
11905,86479
77441,77441
142977,26742
142977,91708
142977,122696
142977,142977
44676,44676
142980,142980
142981,142981
44677,44677
110209,110209
11920,11920
11921,11921
11921,13586
110224,110224
77459,77459
142995,142995
142997,142997
142998,142998
11925,11925
143001,143001
110234,110234
143004,143004
44700,44700
44703,44703
44703,61525
77471,77471
77473,17702
77473,77473
143009,143009
110240,51601
110240,110240
110239,110239
110245,110245
44706,44706
44711,44711
110248,51601
110248,110248
44713,44713
110249,110249
11947,11947
11947,17702
143019,18855
143019,32426
143019,143019
11948,11948
11948,26569
11950,11950
110251,51601
110251,110251
44721,44721
143025,143025
77491,77491
143027,25352
143027,143027
110261,110261
143029,17702
143029,24556
143029,86479
143029,143029
11954,11954
11954,12590
11954,13586
11954,30528
11954,51601
11954,97626
110264,110264
143030,143030
77498,77498
143038,143038
11967,11967
44735,44735
44739,21376
44739,44739
44740,44740
77509,77509
44743,44743
77512,60032
77512,77512
11977,11977
44747,44747
11980,11980
11981,11981
77519,77519
44752,44752
44752,87616
11986,11986
11986,12590
11986,13586
11986,30528
11986,51601
44755,44755
143059,143059
143062,143062
44759,44759
143063,143063
77527,77527
11994,11994
11994,17702
11995,11995
77530,77530
44763,44763
77535,77535
44773,44773
77545,77545
44778,44778
110313,110313
110317,110317
110318,110318
77551,77551
44782,44782
44785,44785
12019,12019
12019,122158
12020,12020
12020,87616
44788,12590
44788,24556
44788,44788
143094,143094
143093,86239
143093,143093
12021,12021
77561,77561
77562,77562
110332,110332
77566,60032
77566,77566
77567,77567
143104,143104
110335,110335
12034,12034
77573,77573
77573,87616
110345,110345
44809,44809
77580,77580
44817,44817
12049,12049
110357,110357
110358,110358
110362,110362
110363,110363
44828,44828
12064,12064
12064,24556
12064,61525
110369,110369
77601,77601
77600,77600
110375,110375
44840,44840
44839,44839
77613,77613
12079,12079
44848,44848
77617,77617
110388,110388
77621,77621
12085,12085
44853,44853
44857,44857
77628,77628
110401,110401
77635,77635
44868,44868
12100,12100
12100,13586
44870,44870
77640,51601
77640,77640
44874,44874
44875,44875
12108,12108
12108,142311
44877,44877
12114,12114
12114,13586
12114,26569
12114,141841
77651,77651
110419,110419
12117,12117
12116,12116
12119,12119
44887,44887
77659,77659
77659,87616
12123,12123
12125,12125
12125,87616
77664,51601
77664,77664
77666,77666
12132,12132
110436,110436
110439,110439
12136,12136
77672,77672
77673,77673
44907,44907
110446,110446
44911,44911
77682,77682
110451,110451
12147,12147
12147,141841
110452,110452
77684,77684
12153,12153
77691,24556
77691,77691
110460,110460
44924,44924
44928,44928
44931,44931
77699,77699
12165,12165
12165,12590
110470,110470
12173,12173
110477,110477
12175,12175
12175,26569
12178,12178
12178,26569
12184,12184
12184,60032
77720,77720
12186,12186
44952,44952
12188,12188
12188,21508
12188,26569
12188,56658
12188,60032
110492,110492
110495,87616
110495,110495
12192,12192
12193,12193
77727,77727
44963,44963
44959,44959
44970,24556
44970,44970
44970,61525
77742,77742
44975,44975
110514,87616
110514,110514
110515,110515
12212,12212
44981,44981
110518,110518
12219,12219
110526,110526
12223,12223
12223,51601
77759,77759
77761,24556
77761,51601
77761,77761
110530,110530
110531,51601
110531,110531
77762,77762
77763,77763
77767,77767
110535,110535
110540,110540
12236,12236
45006,45006
45007,45007
110545,17702
110545,110545
110546,110546
12246,12246
12246,21178
110551,110551
45016,45016
45017,45017
110554,110554
77786,77786
12253,12253
110558,110558
12256,12256
12256,141841
12262,12262
12262,21178
77800,61525
77800,77800
110570,17702
110570,51601
110570,110570
45034,45034
12268,12268
12269,12269
12266,12266
77807,77807
12273,12273
12274,12274
45044,45044
45044,60032
45044,61525
12281,12281
12281,86479
77817,77817
12283,12283
77820,61525
77820,77820
45051,45051
45052,45052
110597,17702
110597,24556
110597,61525
110597,86479
110597,110597
12293,12293
77829,77829
77832,77832
110601,110601
45064,45064
12303,12303
12303,21450
12303,60032
45072,45072
77841,77841
12307,12307
12307,60032
110613,110613
12310,12310
12310,13586
12310,24556
45079,45079
110616,110616
110614,110614
12316,12316
77853,77853
110622,110622
110623,110623
12318,12318
12321,12321
45087,45087
12323,12323
45092,45092
77863,77863
45096,45096
77865,77865
77866,77866
45099,45099
77869,77869
77872,77872
110641,110641
77875,77875
45115,30528
45115,45115
77885,60032
77885,77885
77887,77887
12355,12355
12355,51601
77892,77892
110662,110662
139227,30528
139227,139227
12360,12360
12363,12363
45131,45131
45131,51601
77899,77899
12366,12366
12366,60032
45136,45136
12369,12369
45139,45139
45139,54681
45140,45140
45140,60032
77909,77909
77909,86479
12376,12376
45144,45144
110680,110680
110683,110683
110683,122158
74102,74102
12381,12381
12382,12382
12382,86479
77918,77918
110691,110691
110694,110694
12391,12391
12391,60032
45159,45159
77926,77926
110698,110698
77932,77932
110701,110701
77936,77936
45174,45174
45175,45175
45175,87616
77944,77944
110713,110713
45180,45180
45183,13586
45183,45183
110720,110720
110723,110723
110725,60032
110725,110725
12421,12421
77959,77959
45199,45199
110736,51601
110736,110736
77971,51601
77971,77971
110741,60032
110741,110741
45207,45207
45208,45208
77977,77977
12442,12442
12442,12590
12445,12445
110751,110751
77987,77987
110759,110759
45223,45223
12459,12459
77995,77995
45230,45230
110768,51601
110768,110768
78000,78000
110773,110773
78006,78006
45239,45239
45239,51601
110775,51601
110775,110775
8992,8992
12475,12475
12476,12476
110781,110781
110785,110785
110787,110787
12485,12485
12485,61525
78025,78025
110795,86479
110795,110795
45264,45264
110802,110802
78036,30528
78036,78036
78041,78041
12506,12506
110813,51601
110813,110813
78046,78046
110815,51601
110815,110815
110816,110816
78050,78050
110825,110825
45291,45291
45293,45293
45293,61525
78065,78065
45300,45300
78072,78072
12537,12537
12537,141841
110842,110842
12540,12540
12540,17702
78077,78077
45310,45310
132054,132054
110856,110856
12553,12553
12553,24556
78088,78088
78091,78091
45320,45320
45325,45325
110862,110862
78089,78089
78096,78096
12563,12563
78099,78099
12564,12564
45336,45336
78108,78108
110877,110877
78110,78110
78114,78114
12584,12584
45354,45354
12588,12588
12590,12590
12590,12592
12590,13745
12590,14509
12590,14773
12590,14980
12590,15529
12590,17599
12590,19133
12590,19972
12590,21444
12590,21524
12590,22523
12590,22598
12590,23379
12590,24580
12590,24741
12590,24948
12590,25119
12590,25352
12590,25394
12590,25622
12590,26129
12590,26925
12590,28426
12590,29601
12590,32081
12590,47459
12590,47769
12590,47897
12590,49227
12590,49549
12590,52501
12590,53369
12590,54107
12590,54767
12590,56436
12590,58750
12590,61319
12590,78210
12590,79446
12590,80270
12590,86540
12590,87616
12590,95045
12590,97280
12590,111337
12590,116038
12590,116245
12590,116474
12590,118470
12590,119292
12590,121754
110895,110895
45360,45360
12592,12592
78134,78134
110904,110904
45371,45371
110908,110908
45373,45373
12606,12606
78142,78142
110913,110913
12612,12612
45381,45381
45381,61525
45382,45382
45382,87616
78152,78152
110921,110921
110922,110922
78156,78156
45390,45390
12624,12624
78162,78162
45395,45395
45394,45394
110937,60032
110937,110937
12634,12634
12634,61525
45404,45404
110943,110943
78177,78177
78184,78184
78184,87616
12649,12649
110954,110954
78187,61525
78187,78187
110957,61525
110957,86479
110957,87616
110957,110957
110959,110959
110961,110961
78194,78194
78193,78193
78197,78197
45433,45433
45433,51601
110970,51601
110970,110970
78203,78203
78202,78202
78205,51601
78205,78205
45438,45438
110969,110969
78208,78208
12671,12671
45442,24556
45442,45442
110978,110978
78210,78210
12678,12678
110984,110984
78216,78216
110987,110987
45454,45454
45454,60032
12691,12691
12691,24556
45461,45461
78233,78233
78233,87616
111002,111002
78241,78241
111022,111022
45489,45489
111025,60032
111025,111025
12724,12724
45496,45496
111033,111033
78269,78269
45502,45502
12735,12735
12735,51601
78276,78276
12741,12741
78278,78278
78280,78280
45512,45512
78282,78282
78283,78283
111056,111056
111059,111059
45525,45525
45536,45536
78310,78310
12777,12777
78316,78316
12781,12781
45549,45549
78319,78319
78321,17702
78321,78321
111090,111090
45554,45554
12786,12786
12787,12787
12792,12792
111097,111097
12793,12793
12793,51601
12795,12795
45564,17702
45564,45564
45564,51601
78331,78331
78335,78335
45568,45568
45568,51601
111104,111104
12801,12801
78339,78339
111109,111109
12806,12806
45575,45575
12805,12805
111112,111112
111114,111114
12814,12814
78352,78352
78352,87616
111121,111121
78357,78357
78366,30528
78366,78366
45600,45600
111136,51601
111136,111136
12835,12835
45604,45604
12837,12837
12837,51601
12837,87616
111141,111141
12839,12839
12839,17702
78375,78375
78379,78379
12848,12848
12848,26569
12849,12849
12850,12850
45622,45622
12854,12854
111163,111163
12860,12860
78399,78399
12864,12864
45633,45633
45633,60032
45634,45634
12868,12868
45637,45637
12872,12872
111183,24556
111183,111183
78417,78417
45656,45656
45657,45657
78426,78426
78427,78427
45662,45662
78431,78431
12898,12898
12900,12900
12900,17702
111204,111204
111206,111206
78437,78437
111208,24556
111208,61525
111208,86479
111208,87616
111208,111208
111209,111209
111211,111211
111212,111212
45680,45680
45681,45681
45682,17702
45682,45682
45682,51601
12915,12915
111223,111223
111224,51601
111224,111224
45687,45687
12923,12923
111228,111228
45694,45694
45698,45698
45699,45699
45701,45701
78470,78470
12937,12937
111243,111243
45708,45708
111246,111246
12948,12948
111254,111254
45719,45719
12952,12952
45723,45723
111260,111260
78493,78493
111261,111261
45728,45728
45731,45731
45733,45733
78503,78503
78504,78504
12969,12969
111274,30528
111274,111274
45740,45740
78509,78509
12974,12974
12974,24556
12974,61525
111281,13586
111281,111281
111289,111289
45755,21376
45755,45755
78523,78523
78530,61525
78530,78530
45763,45763
45764,45764
12997,12997
78532,78532
78537,51601
78537,78537
45770,45770
13005,13005
13006,13006
13006,24556
78545,17702
78545,61525
78545,78545
78545,87616
45777,45777
45777,51601
111315,26569
111315,111315
78549,78549
13013,13013
78550,78550
45784,45784
45784,51601
13017,13017
78557,78557
45792,45792
78561,78561
78563,78563
111337,111337
13034,13034
45802,45802
13036,13036
13036,26569
111340,111340
45806,45806
13038,13038
111343,111343
13041,13041
45810,45810
45810,61525
13042,13042
78580,78580
111352,111352
111354,111354
13051,13051
45821,45821
45821,51601
13062,13062
13062,24556
111369,111369
111372,111372
111374,111374
78607,51601
78607,78607
111375,111375
111380,111380
78613,78613
45845,45845
13082,13082
78619,78619
78620,78620
111389,24556
111389,61525
111389,86479
111389,111389
78621,51601
78621,78621
111392,111392
13088,13088
13088,60032
78627,78627
78627,86479
111401,111401
78634,78634
45866,45866
111404,111404
78636,78636
111407,111407
13104,13104
45873,45873
13105,13105
78642,51601
78642,78642
45874,45874
13109,13109
78649,51601
78649,78649
13114,13114
111420,51601
111420,111420
111421,111421
45890,45890
78661,78661
13126,13126
78665,78665
78668,78668
111438,111438
13135,13135
45902,45902
13138,13138
45906,45906
111444,111444
45909,45909
111451,111451
13147,13147
13149,13149
111456,111456
78689,78689
78688,78688
111463,111463
45927,45927
111466,111466
45931,45931
13162,13162
45935,45935
45935,60032
45936,45936
45936,61525
111472,111472
45939,45939
111475,111475
13175,13175
13176,13176
45949,45949
111486,111486
45951,45951
78719,78719
13184,13184
13184,51601
13186,13186
78723,78723
111492,111492
111493,111493
45959,45959
111497,111497
111499,111499
78731,78731
111501,111501
111503,111503
78736,51601
78736,78736
13205,13205
13206,13206
78744,78744
111513,51601
111513,111513
13210,13210
13210,60032
13214,13214
13214,87616
78757,78757
111527,111527
45997,45997
78766,78766
78767,78767
46002,46002
78775,78775
78781,78781
111551,111551
78784,78784
46023,46023
78793,78793
111564,111564
78796,60032
78796,78796
111568,111568
46033,46033
111571,111571
111573,111573
46043,46043
46044,46044
46048,46048
111585,111585
78818,60032
78818,78818
111587,111587
13282,13282
13282,60032
111591,111591
78823,78823
78825,78825
78826,78826
46057,46057
78828,78828
111596,111596
111598,111598
13295,13295
13296,13296
13296,60032
46061,46061
46061,60032
46065,46065
13300,13300
46069,46069
46069,51601
78838,78838
13303,13303
111605,111605
78842,51601
78842,78842
78846,78846
111615,111615
78864,78864
13329,13329
111635,111635
111638,111638
13335,13335
111640,111640
111643,111643
111647,111647
111648,111648
46117,46117
46119,46119
46119,61525
111655,111655
46121,46121
78890,78890
78887,78887
111660,21178
111660,111660
78893,78893
13358,13358
13366,13366
46139,46139
78915,78915
13380,13380
13380,17702
78916,51601
78916,78916
13382,13382
111687,60032
111687,111687
78924,78924
46156,46156
46158,46158
46158,51601
13392,13392
78929,78929
13400,13400
46169,46169
111705,111705
13403,13403
78939,24556
78939,78939
111710,111710
111711,111711
78943,78943
78945,78945
46174,46174
13411,13411
13413,13413
13413,13586
13415,13415
13421,13421
78959,61525
78959,78959
111728,60032
111728,111728
46193,46193
111733,111733
78966,78966
13432,13432
78970,78970
78973,78973
111742,111742
46206,46206
111746,111746
111749,111749
46213,46213
78983,78983
13452,13452
78990,78990
111758,51601
111758,111758
78994,78994
46231,46231
111770,111770
